,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged,name,duration,avg_pledge,deadline_year,launched_year,deadline_month,launched_month,pred_usd_pledged
289257,Publishing,USD,2014-07-12 05:59:00,9400.0,2014-06-06 22:57:11,9778.0,successful,105,US,9778.0,Armchair Drummer: The Easiest Way to Start Playing the Drums,35,93.12380952380953,2014,2014,7,6,12490.802734375
289262,Other,USD,2015-06-17 18:13:22,15000.0,2015-04-18 18:13:22,46.0,failed,4,US,46.0,Stick-On Frame DIY,60,11.5,2015,2015,6,4,666.677490234375
289266,Games,Other,2016-01-27 19:23:35,6000.0,2015-12-28 19:23:35,50.0,failed,1,Other,5.930461,Zombie Defence,30,5.930461,2016,2015,1,12,1776.620361328125
289281,Art,USD,2011-10-08 10:21:19,800.0,2011-09-13 10:21:19,820.0,successful,14,US,820.0,"""""""Consideration for Imagination"""" Loft Wall Project""",25,58.57142857142857,2011,2011,10,9,758.5223388671875
289307,Technology,USD,2014-04-11 04:23:47,10000.0,2014-03-12 03:23:47,3395.0,failed,67,US,3395.0,The Future is NOW! Wireless Charging from Smart Charger USA!,30,50.67164179104478,2014,2014,4,3,57780.73828125
289402,Photography,GBP,2015-09-28 14:29:09,2400.0,2015-08-29 14:29:09,4.0,failed,1,GB,6.17043036,Pilot Panorama Views,30,6.17043036,2015,2015,9,8,2127.23828125
289529,Other,USD,2016-04-23 05:15:00,3000.0,2016-04-07 07:01:56,150.0,failed,2,US,150.0,Snow Queen by Ballet Fedotov,15,75.0,2016,2016,4,4,475.3262939453125
289540,Design,USD,2015-06-03 03:30:00,70000.0,2015-05-06 11:41:59,5017.0,failed,93,US,5017.0,Slrp - Redefining the Bowl,27,53.946236559139784,2015,2015,6,5,12288.8994140625
289577,Film & Video,USD,2015-08-15 23:54:51,5000.0,2015-06-16 23:54:51,0.0,failed,0,US,0.0,Con Todo mi Corazon: With all of my Heart.,60,,2015,2015,8,6,2091.076171875
289581,Publishing,USD,2012-02-21 15:27:28,15000.0,2012-01-07 15:27:28,0.0,failed,0,US,0.0,Diversity Rules Magazine,45,,2012,2012,2,1,1817.281982421875
289631,Art,USD,2010-05-31 09:59:00,5000.0,2010-03-05 07:28:44,75.0,failed,2,US,75.0,Arts Journal featuring writing and art by people with mental illness.,87,37.5,2010,2010,5,3,3757.347900390625
289660,Publishing,USD,2013-08-09 19:24:00,30000.0,2013-06-14 15:59:47,855.0,failed,18,US,855.0,Author's Apprentice,56,47.5,2013,2013,8,6,1809.529052734375
289692,Music,USD,2013-03-25 21:35:55,750.0,2013-03-04 22:35:55,846.0,successful,29,US,846.0,Yellingham Music Festival 2013,20,29.17241379310345,2013,2013,3,3,1499.70458984375
289789,Film & Video,USD,2011-01-13 07:56:14,5250.0,2010-12-14 07:56:14,210.0,failed,7,US,210.0,Reel Old School (a music documentary),30,30.0,2011,2010,1,12,8041.1279296875
289861,Music,EUR,2015-08-01 01:23:23,1800.0,2015-07-02 01:23:23,1880.0,successful,17,Other,2104.0308956,"""Rafa Madagascar presenta Ancestral Project, CD """"ilumination""""""",30,123.76652327058822,2015,2015,8,7,1387.69580078125
290018,Film & Video,USD,2012-12-14 01:35:20,500.0,2012-11-14 01:35:20,505.0,successful,11,US,505.0,Jersey Fresh TV Season 2,30,45.90909090909091,2012,2012,12,11,4162.18896484375
290020,Music,USD,2015-06-20 16:50:31,500.0,2015-05-21 16:50:31,515.0,successful,4,US,515.0,Help Aislinn Make a Demo in Nashville,30,128.75,2015,2015,6,5,14869.046875
290193,Other,USD,2015-06-02 00:19:00,7500.0,2015-04-27 22:20:53,51.0,failed,5,US,51.0,Promapalooza: A prom for teenagers with special needs.,35,10.2,2015,2015,6,4,637.3553466796875
290214,Comics,USD,2014-07-18 03:00:00,20000.0,2014-06-14 22:35:47,33874.0,successful,295,US,33874.0,P. Craig Russell Sketchbook Archives,33,114.8271186440678,2014,2014,7,6,9080.5634765625
290262,Publishing,USD,2015-03-11 16:37:57,500.0,2015-02-09 17:37:57,1103.0,successful,47,US,1103.0,Golden Age Comic Book Covers,29,23.46808510638298,2015,2015,3,2,41741.34765625
290299,Music,USD,2010-06-28 06:00:00,800.0,2010-06-03 00:40:03,840.0,successful,17,US,840.0,Red Harmony: Live in Concert!,25,49.411764705882355,2010,2010,6,6,3204.86376953125
290303,Film & Video,USD,2016-01-14 20:59:59,10000.0,2015-12-14 20:59:59,75.0,failed,4,US,75.0,The Blatant Affair,31,18.75,2016,2015,1,12,10613.8857421875
290441,Other,USD,2014-07-28 22:24:55,500.0,2014-06-28 22:24:55,14802.0,successful,288,US,14802.0,Mochimon,30,51.395833333333336,2014,2014,7,6,2018.6614990234375
290450,Photography,EUR,2016-10-31 23:59:00,1000.0,2016-09-29 15:27:07,5045.0,successful,54,Other,537.9356736,Luxembourg Calendar 2017,32,9.961771733333332,2016,2016,10,9,3762.5380859375
290493,Publishing,GBP,2015-04-09 09:13:15,5000.0,2015-03-10 08:13:15,10.0,failed,1,GB,15.0568169,Digital Marketing & Lead Generation (Video/Podcasts/Ebook),30,15.0568169,2015,2015,4,3,46737.12890625
290509,Food,GBP,2015-10-08 18:00:14,10000.0,2015-09-08 18:00:14,10.0,failed,1,GB,15.1895119,Melinda's Restaurant,30,15.1895119,2015,2015,10,9,4983.84619140625
290537,Publishing,Other,2016-01-03 20:10:19,100000.0,2015-12-04 20:10:19,0.0,failed,0,Other,0.0,Lovely Life Notebook,30,,2016,2015,1,12,791.5908203125
290643,Theater,USD,2014-04-26 04:00:00,3500.0,2014-03-25 17:45:13,3590.0,successful,58,US,3590.0,Generation ME the Musical to the Hollywood Fringe Festival,31,61.89655172413793,2014,2014,4,3,13677.5869140625
290650,Comics,USD,2013-06-22 23:32:01,3500.0,2013-05-23 23:32:01,6448.0,successful,116,US,6448.0,SINSATIONALS Comic Book by Shade!,30,55.58620689655172,2013,2013,6,5,2976.255859375
290746,Design,USD,2014-08-11 05:30:00,10000.0,2014-07-20 03:43:02,20151.0,successful,103,US,20151.0,two | one | twenty - the bag that's sending NYC kids to camp,22,195.64077669902912,2014,2014,8,7,4736.66064453125
290787,Art,USD,2011-08-09 22:02:43,4400.0,2011-07-10 22:02:43,23106.91,successful,981,US,23106.91,The Regretsy™ Tarot Project,30,23.554444444444446,2011,2011,8,7,884.2506103515625
290839,Music,USD,2015-04-07 18:41:57,6000.0,2015-03-08 17:41:57,7367.0,successful,94,US,7367.0,Earth to Aaron's First Album,30,78.37234042553192,2015,2015,4,3,16928.8203125
290930,Publishing,USD,2016-04-11 01:59:11,290000.0,2016-03-10 01:59:11,261.0,failed,7,US,261.0,PoliticalRevolution.net,32,37.285714285714285,2016,2016,4,3,8926.208984375
290943,Music,USD,2015-04-19 22:55:22,5000.0,2015-03-20 21:55:22,1.0,failed,1,US,1.0,Roxxia's Rhythms,30,1.0,2015,2015,4,3,2897.75244140625
290987,Design,USD,2015-05-29 20:08:00,6000.0,2015-05-07 18:16:32,125.0,failed,2,US,125.0,T- Shirt / Clothing line,22,62.5,2015,2015,5,5,3878.168212890625
291149,Fashion,CAD,2014-08-12 02:00:00,2000.0,2014-07-14 20:03:40,0.0,failed,0,CA,0.0,Red Heron Accessories,28,,2014,2014,8,7,2356.361572265625
291216,Film & Video,USD,2013-07-28 05:11:44,20000.0,2013-06-28 05:11:44,50.0,failed,1,US,50.0,Motion picture: I'm Different,30,50.0,2013,2013,7,6,14977.34765625
291230,Film & Video,USD,2015-07-30 19:06:00,75000.0,2015-06-29 20:20:44,90030.55,successful,854,US,90030.55,Join the New Doug Sahm Documentary in Spreading 'The Groove',30,105.42218969555036,2015,2015,7,6,10540.27734375
291256,Film & Video,USD,2011-09-28 00:02:16,10000.0,2011-08-09 00:02:16,2514.0,failed,26,US,2514.0,TECHUNG- A documentary film about a Tibetan exile artist.,50,96.6923076923077,2011,2011,9,8,15525.7060546875
291259,Technology,USD,2015-04-08 18:05:01,27000.0,2015-03-09 17:05:01,0.0,failed,0,US,0.0,Beach Bums Date. A dating site for beach lovers,30,,2015,2015,4,3,6364.927734375
291332,Music,USD,2014-06-11 02:24:04,7000.0,2014-05-14 02:24:04,910.0,failed,16,US,910.0,Bringing Rock Back to the Masses,28,56.875,2014,2014,6,5,11816.1376953125
291405,Theater,USD,2016-11-22 18:00:23,15000.0,2016-10-23 18:00:23,0.0,failed,0,US,10.0,Funding a Performing Arts Theatre for Children and Adults,30,inf,2016,2016,11,10,7865.91162109375
291451,Art,USD,2014-01-15 21:21:45,3000.0,2013-12-19 21:21:45,31.0,failed,2,US,31.0,An Epic Abstract Art Music Video Album Project,27,15.5,2014,2013,1,12,4686.1298828125
291464,Food,USD,2016-09-19 15:26:40,20000.0,2016-08-20 15:26:40,30068.0,successful,235,US,7726.0,HiHO Brewing Company: Building a Brewery for the Community,30,32.87659574468085,2016,2016,9,8,23756.248046875
291506,Games,USD,2014-08-08 22:30:40,100.0,2014-07-09 22:30:40,0.0,failed,0,US,0.0,Professor Beard Game Studios Startup,30,,2014,2014,8,7,4123.28857421875
291570,Film & Video,GBP,2014-02-26 11:13:29,16500.0,2014-01-27 11:13:29,975.0,failed,16,GB,1607.237346,South Sudan: To Be or Not to Be,30,100.452334125,2014,2014,2,1,759.343994140625
291578,Other,USD,2012-08-23 16:57:42,10000.0,2012-07-24 16:57:42,10574.0,successful,85,US,10574.0,'Slump' in Korea,30,124.4,2012,2012,8,7,931.572998046875
291693,Film & Video,USD,2015-12-31 07:08:00,50000.0,2015-12-18 18:37:10,251.0,failed,4,US,251.0,"""""""Only Human?""""""",12,62.75,2015,2015,12,12,3149.277099609375
291708,Design,USD,2016-06-14 01:39:29,5000.0,2016-05-15 01:39:29,5035.0,successful,21,US,5035.0,Ezscoops-Best Poop Scoop Bag Ever! War Vet and Son invention,30,239.76190476190476,2016,2016,6,5,6261.591796875
291962,Music,USD,2014-08-20 05:59:00,3000.0,2014-07-10 21:13:33,3178.0,successful,39,US,3178.0,"""Fishing the Sky: New Record/Mini Doc - """"For You""""""",40,81.48717948717949,2014,2014,8,7,8518.3876953125
292015,Music,USD,2013-07-01 20:00:00,4500.0,2013-05-30 21:58:13,1610.0,failed,38,US,1610.0,Pretty Little Demons Record & Video 2,31,42.36842105263158,2013,2013,7,5,4422.84423828125
292125,Games,USD,2015-09-01 21:00:00,25000.0,2015-07-28 02:25:47,6476.0,failed,123,US,6476.0,Twilight Arcana: Queens of the Twelve Realms,35,52.65040650406504,2015,2015,9,7,45528.32421875
292142,Games,USD,2016-03-03 23:59:00,20000.0,2016-02-16 15:55:59,84811.52,successful,1679,US,84811.52,In the Name of Odin,16,50.51311494937463,2016,2016,3,2,29060.830078125
292150,Film & Video,USD,2013-02-11 03:58:48,5500.0,2013-01-02 03:58:48,6214.55,successful,58,US,6214.55,Dream Catchers: television show,40,107.14741379310345,2013,2013,2,1,1041.8699951171875
292234,Games,USD,2015-06-03 18:06:08,5000.0,2015-05-04 18:06:08,5165.99,successful,73,US,5165.99,Gaddis Gaming,30,70.76698630136985,2015,2015,6,5,8749.4072265625
292335,Art,USD,2016-02-09 20:17:02,300.0,2016-01-05 20:17:02,1254.0,successful,53,US,1254.0,Creepy Family Portraits & Spooky Stickers,35,23.660377358490567,2016,2016,2,1,4911.32177734375
292348,Film & Video,USD,2016-04-08 23:06:31,3000.0,2016-03-09 23:06:31,657.0,failed,13,US,657.0,El Gato Negro: Prey Post-Production!,30,50.53846153846154,2016,2016,4,3,4080.1396484375
292374,Music,USD,2014-05-02 01:57:42,2500.0,2014-04-02 01:57:42,3045.0,successful,62,US,3045.0,Take 147 - Nothin' to Lose CD Project,30,49.11290322580645,2014,2014,5,4,3799.548583984375
292380,Music,USD,2010-03-07 00:30:00,600.0,2009-12-15 00:50:15,893.22,successful,47,US,893.22,"""Let's recreate the 1985 Kate Bush album """"Hounds of Love""""""",81,19.00468085106383,2010,2009,3,12,3494.347412109375
292382,Art,USD,2010-04-09 20:00:00,5000.0,2010-01-09 22:52:31,5233.0,successful,27,US,5233.0,InCUBAting Peace - An Artist's Journey To Cuba Exploring Transcultural Creativity,89,193.8148148148148,2010,2010,4,1,1012.4396362304688
292395,Music,USD,2011-04-20 19:27:02,15000.0,2011-03-20 18:27:02,2260.0,failed,27,US,2260.0,New Carole Pope Album,31,83.70370370370371,2011,2011,4,3,6037.3662109375
292439,Technology,EUR,2015-07-12 17:35:32,15000.0,2015-06-12 17:35:32,5.0,failed,1,Other,5.64776475,Op-voorraad.nl - zie online wat er nu om de hoek te koop is,30,5.64776475,2015,2015,7,6,7673.03955078125
292514,Music,USD,2011-09-30 16:48:34,7500.0,2011-08-16 16:48:34,5.0,failed,1,US,5.0,Lyrika Holmes (singer & harpist)  plucks a new one!,45,5.0,2011,2011,9,8,4604.03857421875
292747,Comics,USD,2015-10-12 02:00:00,1000.0,2015-09-12 18:08:43,1360.0,successful,47,US,1360.0,Nix Comics Quarterly #8: Thee Garage Rock Horror Anthology,29,28.93617021276596,2015,2015,10,9,2301.2353515625
292769,Food,USD,2012-05-24 00:59:49,20000.0,2012-04-24 00:59:49,800.0,failed,15,US,800.0,Belgian Mare Brewery,30,53.333333333333336,2012,2012,5,4,4475.18701171875
292785,Art,USD,2016-10-28 15:27:09,4500.0,2016-09-28 15:27:09,7135.0,successful,160,US,3851.0,LDS Temples Adult Coloring Book by ARTIST TO ARTIST,30,24.06875,2016,2016,10,9,2372.488525390625
292906,Art,USD,2016-07-25 17:55:12,1000.0,2016-06-24 17:55:12,2344.0,successful,101,US,1202.0,"""""""The Bear of Bad News"""" coloring book by Elizabeth Jancewicz""",31,11.900990099009901,2016,2016,7,6,5012.8740234375
292955,Technology,USD,2014-11-22 14:04:59,9900.0,2014-10-23 14:04:59,156.0,failed,2,US,156.0,Peregrine SLX Solar Motorcycle,30,78.0,2014,2014,11,10,13203.232421875
292967,Music,GBP,2014-04-18 23:19:13,430.0,2014-03-19 22:19:13,20.0,failed,1,GB,33.2791992,End of HandEngraving Apprenticeship Celebration,30,33.2791992,2014,2014,4,3,35573.8125
293004,Publishing,USD,2015-06-26 21:08:49,50000.0,2015-04-27 21:08:49,0.0,failed,0,US,0.0,Living with anxiety & depression.As an African American.,60,,2015,2015,6,4,3646.781494140625
293023,Theater,USD,2012-09-08 00:00:00,1000.0,2012-08-08 17:04:07,1055.0,successful,25,US,1055.0,20% Theatre's 10th Season,30,42.2,2012,2012,9,8,4105.46533203125
293027,Comics,USD,2010-02-01 01:20:00,5500.0,2009-11-19 03:07:03,6604.0,successful,68,US,6604.0,EDGEWATER - A dark and sexy comic book by Ryan and Zandria.  ,73,97.11764705882354,2010,2009,2,11,1409.7593994140625
293048,Music,USD,2013-05-16 23:17:09,6000.0,2013-04-16 23:17:09,6390.0,successful,126,US,6390.0,"""""""Throw Money"""" - An album by Glenn Case""",30,50.714285714285715,2013,2013,5,4,3576.442626953125
293087,Music,USD,2013-08-20 21:33:36,400.0,2013-07-21 21:33:36,142.0,failed,7,US,142.0,Make man ilmntd.'s Next Saucy Track Happen,30,20.285714285714285,2013,2013,8,7,909.31982421875
293202,Art,GBP,2014-05-08 22:44:24,800.0,2014-04-28 22:44:24,113.0,failed,10,GB,189.85916819,Help Give A Dinosaur Legs,10,18.985916819,2014,2014,5,4,11674.3837890625
293210,Food,USD,2014-11-11 22:54:18,20.0,2014-10-17 22:54:18,0.0,failed,0,US,0.0,Nutella Frappe,25,,2014,2014,11,10,3831.86376953125
293221,Other,USD,2015-09-01 13:06:00,500.0,2015-08-20 04:46:53,566.0,successful,7,US,566.0,"""""""JUST SAY IT!"""" (Getting a National Day for DIPG)""",12,80.85714285714286,2015,2015,9,8,175.4437713623047
293321,Film & Video,USD,2012-08-08 20:01:40,15000.0,2012-07-09 20:01:40,30.0,failed,2,US,30.0,THUNDER MAN - The Tad Staples Story,30,15.0,2012,2012,8,7,1058.3536376953125
293372,Music,USD,2016-04-06 05:53:00,1000.0,2016-03-09 18:45:37,11.0,failed,2,US,11.0,Handel Ensemble Concert Funding!,27,5.5,2016,2016,4,3,2541.34814453125
293508,Other,EUR,2016-07-16 15:40:01,5000.0,2016-06-16 15:40:01,5152.0,successful,48,Other,1065.46384356,The Beam Magazine,30,22.1971634075,2016,2016,7,6,12826.9033203125
293517,Music,USD,2016-05-07 23:00:00,1500.0,2016-04-08 01:53:28,1510.0,successful,23,US,1510.0,Eli Gauden's EP,29,65.65217391304348,2016,2016,5,4,3048.521484375
293656,Other,USD,2015-06-23 23:16:40,20000.0,2015-06-08 23:16:40,100.0,failed,2,US,100.0,"""VA is LYING, and I am out to stop it!""",15,50.0,2015,2015,6,6,-1138.1348876953125
293700,Games,Other,2016-02-10 23:28:10,20000.0,2016-01-11 23:28:10,10.0,failed,2,Other,1.1268668,Survive The Forest,30,0.5634334,2016,2016,2,1,1711.659912109375
293874,Photography,USD,2012-11-30 02:55:39,3150.0,2012-10-31 01:55:39,19.0,failed,1,US,19.0,Montreal Travel Photo Book,30,19.0,2012,2012,11,10,5187.0703125
293991,Other,USD,2012-10-15 05:59:00,3500.0,2012-09-13 05:15:24,7342.51,successful,222,US,7342.51,Western Editions: A Letterpress Printshop,32,33.07436936936937,2012,2012,10,9,1934.7181396484375
294032,Film & Video,USD,2013-12-23 05:00:00,3000.0,2013-11-22 22:59:59,3170.0,successful,20,US,3170.0,SO:LO - A Sci Fi Romance Short Film,30,158.5,2013,2013,12,11,22110.357421875
294171,Publishing,USD,2013-04-04 01:09:56,3000.0,2013-03-05 01:09:56,7390.0,successful,132,US,7390.0,Inside Thesepinklips Art Journal,30,55.984848484848484,2013,2013,4,3,2250.788818359375
294237,Publishing,USD,2014-08-20 21:26:47,80.0,2014-07-21 21:26:47,6.79,failed,2,US,6.79,Betty Unibrow's Hot and Schmexy 2015 Photo Calendar,30,3.395,2014,2014,8,7,1502.667724609375
294259,Technology,USD,2014-07-26 19:22:11,50.0,2014-07-16 19:22:11,0.0,failed,0,US,0.0,The Website Design Portfolio Project,10,,2014,2014,7,7,-2997.811279296875
294303,Theater,USD,2016-04-29 05:59:00,500.0,2016-03-29 05:03:08,525.0,successful,7,US,525.0,Dante's Capstone Project: Who am I?,31,75.0,2016,2016,4,3,-1792.46875
294409,Design,USD,2016-07-09 20:51:52,1118.0,2016-05-10 20:51:52,11.0,failed,1,US,11.0,Sioux Topical is The Massage Oil and Topical Ointment,60,11.0,2016,2016,7,5,15175.8984375
294428,Games,EUR,2015-12-05 18:42:10,30000.0,2015-10-31 17:42:10,0.0,failed,0,Other,0.0,"""Tycoon World, Browser-based economy simulation""",35,,2015,2015,12,10,7528.22607421875
294586,Publishing,USD,2012-07-29 23:08:46,7500.0,2012-06-29 23:08:46,340.0,failed,12,US,340.0,"""Electronic version of classic 'What's Where in the Apple""""""",30,28.333333333333332,2012,2012,7,6,7157.26611328125
294587,Film & Video,USD,2010-05-01 18:00:00,30000.0,2010-02-26 23:01:47,2263.32,failed,20,US,2263.32,"""Flexitoon Presents """"Sandy Becker's Christmas Carol""""""",63,113.16600000000001,2010,2010,5,2,2882.90869140625
294618,Film & Video,USD,2011-09-07 01:55:46,1000.0,2011-08-10 01:55:46,1155.0,successful,24,US,1155.0,Film.Lovables Makes a Movie in 72 Hours,28,48.125,2011,2011,9,8,4838.6669921875
294663,Comics,USD,2012-06-15 02:21:58,1000.0,2012-05-26 02:21:58,5041.14,successful,198,US,5041.14,Uzomuzo: Alternative Comics from Japan,20,25.46030303030303,2012,2012,6,5,3370.652099609375
294776,Fashion,USD,2013-05-30 08:35:10,8500.0,2013-05-10 08:35:10,0.0,failed,0,US,0.0,Raw Legends Summer/Fall Release,20,,2013,2013,5,5,5353.6474609375
294805,Games,GBP,2016-07-08 16:17:56,150000.0,2016-05-09 16:17:56,162.0,failed,6,GB,233.75982456,CONTINUE? Gaming Centre : Nottingham - RELAUNCH,60,38.95997076,2016,2016,7,5,43794.20703125
294822,Film & Video,EUR,2015-03-04 20:47:19,142973.0,2015-02-02 20:47:19,1.0,failed,1,Other,1.12870512,Random Circles,30,1.12870512,2015,2015,3,2,2641.99072265625
294837,Music,USD,2013-08-25 02:16:22,2500.0,2013-06-26 02:16:22,75.0,failed,2,US,75.0,Songs on a Saturday II,60,37.5,2013,2013,8,6,1236.1416015625
294843,Games,USD,2015-03-01 19:21:16,2015.0,2015-01-30 19:21:16,32.0,failed,4,US,32.0,Promonym,30,8.0,2015,2015,3,1,16029.6982421875
294908,Art,USD,2014-08-20 11:19:40,1500.0,2014-08-13 11:19:40,2280.72,successful,31,US,2280.72,The RETURN Experience at Burning Man 2014,7,73.5716129032258,2014,2014,8,8,939.5005493164062
294980,Publishing,USD,2014-02-20 19:20:54,20000.0,2014-01-21 19:20:54,146.0,failed,6,US,146.0,The 7 Indulgences,30,24.333333333333332,2014,2014,2,1,2023.1500244140625
295035,Other,USD,2014-10-31 08:00:00,20600.0,2014-10-17 15:20:48,6535.0,failed,46,US,6535.0,Transform architectsandartisans.com from blog to community,13,142.06521739130434,2014,2014,10,10,-947.2828369140625
295144,Theater,USD,2012-07-09 00:57:54,1200.0,2012-06-12 00:57:54,75.0,failed,2,US,75.0,Son of Healing Journey,27,37.5,2012,2012,7,6,9000.6083984375
295161,Music,USD,2012-01-01 18:00:00,1000.0,2011-11-18 08:44:26,1000.0,successful,15,US,1000.0,How We Got There,44,66.66666666666667,2012,2011,1,11,3019.18701171875
295279,Music,USD,2012-05-16 22:36:29,10000.0,2012-03-17 21:36:29,106.0,failed,6,US,106.0,A Sacred Harp singing CD,60,17.666666666666668,2012,2012,5,3,1924.1820068359375
295280,Games,USD,2016-10-11 07:36:37,15000.0,2016-09-11 07:36:37,19.0,failed,2,US,0.0,TitanStix,30,0.0,2016,2016,10,9,11589.59375
295281,Art,USD,2012-09-13 19:32:05,3800.0,2012-08-23 19:32:05,5121.01,successful,84,US,5121.01,Adopt-a-Painting Project,21,60.96440476190477,2012,2012,9,8,2102.45166015625
295288,Food,Other,2016-08-08 02:20:42,15000.0,2016-06-09 02:20:42,0.0,failed,0,Other,0.0,Healthy Food Truck,60,,2016,2016,8,6,492.9288635253906
295322,Other,USD,2016-11-19 01:56:45,25000.0,2016-10-20 01:56:45,186.0,failed,5,US,175.0,"""Beer-themed boutique to open in the great """"Beer City,"""" USA""",30,35.0,2016,2016,11,10,3054.755859375
295361,Photography,Other,2016-05-09 09:18:31,80000.0,2016-04-09 09:18:31,107146.0,successful,223,Other,16365.28396282,Phenomena: A photobook about UFO and alien encounters,30,73.38692360008969,2016,2016,5,4,1013.1256713867188
295368,Art,USD,2014-05-20 01:38:36,3000.0,2014-05-10 01:38:36,7540.0,successful,59,US,7540.0,"""SANTIAGO: New Country, New Studio, New Work""",10,127.79661016949153,2014,2014,5,5,2717.34814453125
295374,Fashion,USD,2014-02-01 01:20:21,25000.0,2013-12-18 01:20:21,1622.0,failed,23,US,1622.0,CellSaver™ Tees and Hoodies: 100% Lifetime Guarantee!,45,70.52173913043478,2014,2013,2,12,3569.72705078125
295378,Food,USD,2013-04-20 02:00:00,10000.0,2013-03-15 18:38:27,7413.0,failed,22,US,7413.0,"""Theatre Cafe, The Next Act""",35,336.95454545454544,2013,2013,4,3,11892.82421875
295565,Design,USD,2013-02-04 21:00:00,2000.0,2013-01-17 00:13:26,667.0,failed,27,US,667.0,made for love,18,24.703703703703702,2013,2013,2,1,6911.74169921875
295592,Other,USD,2016-01-01 19:19:09,15000.0,2015-12-02 19:19:09,0.0,failed,0,US,0.0,American Laws,30,,2016,2015,1,12,1922.5777587890625
295628,Publishing,USD,2015-11-04 23:00:00,36000.0,2015-09-21 16:25:40,10800.0,failed,112,US,10800.0,I Am Books —An Italian American Cultural Hub,44,96.42857142857143,2015,2015,11,9,13824.916015625
295656,Art,USD,2013-10-25 06:00:00,25000.0,2013-09-24 22:15:13,300.0,failed,2,US,300.0,SPOT ART: Best of emerging art from 10 SE Asian countries,30,150.0,2013,2013,10,9,104265.8203125
295674,Design,EUR,2015-11-07 15:39:54,1200.0,2015-10-08 15:39:54,3685.0,successful,104,Other,4153.66180075,Wram - Handcrafted full grain leather wallet and card-holder,30,39.93905577644231,2015,2015,11,10,5546.08642578125
295819,Fashion,USD,2016-02-01 18:51:09,65000.0,2015-12-18 18:51:09,0.0,failed,0,US,0.0,Chafe Safe Anti-Chafing Patches  #whychafe?playitsafe,45,,2016,2015,2,12,-1685.0343017578125
295831,Photography,GBP,2016-02-29 15:05:00,10000.0,2016-01-20 00:55:57,15.0,failed,2,GB,21.41193135,MAN VS ICE (Effects of Climate change on Arctic Wildlife ),40,10.705965675,2016,2016,2,1,2549.0615234375
295863,Publishing,Other,2016-03-15 23:11:19,2000.0,2016-02-15 00:11:19,46.0,failed,4,Other,30.49520228,Dark of Dawn: 4Horsemen,29,7.62380057,2016,2016,3,2,18270.953125
295940,Art,USD,2014-04-13 05:59:00,1000.0,2014-03-12 20:52:38,1247.0,successful,19,US,1247.0,The 8th Annual SSWF: WORD vs. Spitfire Poetry Battle Slam,31,65.63157894736842,2014,2014,4,3,10991.990234375
295948,Games,USD,2015-04-01 08:05:19,7000.0,2015-03-02 08:05:19,7626.0,successful,119,US,7626.0,Superhero Academy,30,64.08403361344538,2015,2015,4,3,18386.767578125
295960,Film & Video,USD,2012-01-09 14:08:13,10000.0,2011-11-30 14:08:13,10395.0,successful,74,US,10395.0,Woodstock: In Search of Utopia,40,140.47297297297297,2012,2011,1,11,3553.12646484375
296126,Music,GBP,2015-04-07 13:22:40,5000.0,2015-02-22 13:22:40,1.0,failed,1,GB,1.53992565,The Passage of Dreams,44,1.53992565,2015,2015,4,2,1962.9940185546875
296216,Film & Video,USD,2014-01-08 19:42:05,38000.0,2013-12-09 19:42:05,875.0,failed,7,US,875.0,The Agility Show Television Series Season Two,30,125.0,2014,2013,1,12,11571.1669921875
296217,Fashion,USD,2015-03-29 18:16:20,850.0,2015-02-27 18:16:20,15.0,failed,1,US,15.0,Reckless EndSanity,30,15.0,2015,2015,3,2,2494.72998046875
296355,Music,USD,2011-11-14 18:24:26,2500.0,2011-10-24 18:24:26,2591.0,successful,56,US,2591.0,"""New Road-The Jordan Klemons Trio debut jazz, fusion record.""",21,46.267857142857146,2011,2011,11,10,3999.85693359375
296372,Fashion,USD,2016-10-31 00:23:06,35000.0,2016-10-01 01:23:06,649.0,failed,9,US,31.0,SoleMates Sandals - Jewelry for your Feet,29,3.4444444444444446,2016,2016,10,10,4074.8505859375
296400,Technology,GBP,2016-12-01 20:57:22,10000.0,2016-11-01 19:57:22,303.0,failed,4,GB,367.94134364,Luncheon,30,91.98533591,2016,2016,12,11,161455.421875
296529,Design,USD,2016-11-08 17:01:18,6000.0,2016-10-07 17:01:18,3448.0,failed,140,US,2827.0,Elasti-Lace Locks II,32,20.192857142857143,2016,2016,11,10,23259.642578125
296547,Music,USD,2015-08-30 02:47:04,9500.0,2015-07-16 02:47:04,1887.0,failed,17,US,1887.0,Start a Revolve-ution!,45,111.0,2015,2015,8,7,3653.573486328125
296567,Music,USD,2015-01-05 00:33:35,1500.0,2014-12-06 00:33:35,2451.0,successful,72,US,2451.0,A Time Long Gone- A New CD yet to come,30,34.041666666666664,2015,2014,1,12,4855.61279296875
296629,Theater,GBP,2016-05-10 13:10:48,2000.0,2016-04-19 13:10:48,2160.0,successful,30,GB,3059.9235,Sid the tour 2016,21,101.99745,2016,2016,5,4,2687.313720703125
296888,Technology,EUR,2016-08-28 12:17:52,5000.0,2016-06-29 12:17:52,801.0,failed,3,Other,0.0,360° Kiteboarding,60,0.0,2016,2016,8,6,3686.799072265625
296898,Film & Video,USD,2013-09-13 17:44:03,20000.0,2013-08-13 17:44:03,27.0,failed,3,US,27.0,Transformers Shorts,31,9.0,2013,2013,9,8,6138.4775390625
